Freelancer_ID,Skills,Hourly_Rate,Rating,Completed_Projects
F0384,"['Django', 'JavaScript']",91.84,3.2,25
F0385,"['Docker', 'NodeJS', 'Django']",42.67,4.5,83
F0386,"['Python', 'JavaScript', 'Docker', 'NodeJS', 'SQL']",71.16,3.0,71
F0387,"['Python', 'Docker', 'AWS', 'SQL']",25.15,3.1,97
F0388,"['SQL', 'Django', 'AWS', 'NodeJS']",86.27,3.8,49
F0389,"['JavaScript', 'Python', 'SQL', 'AWS']",28.97,4.0,44
F0390,"['Django', 'SQL', 'NodeJS', 'Docker']",87.24,4.9,45
F0391,"['AWS', 'NodeJS', 'React']",20.32,3.6,92
F0392,"['AWS', 'JavaScript']",82.27,4.4,57
F0393,"['SQL', 'Django', 'JavaScript', 'Docker']",74.41,3.1,84
F0394,"['Python', 'SQL', 'JavaScript']",38.19,4.7,50
F0395,"['NodeJS', 'React', 'AWS', 'Python', 'Django']",37.83,3.2,64
F0396,"['NodeJS', 'Python', 'Django']",63.87,3.5,44
F0397,"['Docker', 'NodeJS', 'SQL', 'AWS', 'Django']",72.18,4.2,16
F0398,"['Django', 'SQL', 'NodeJS', 'AWS', 'JavaScript']",83.71,3.0,55
F0399,"['Docker', 'Django', 'AWS', 'SQL', 'JavaScript']",43.94,3.4,68
F0400,"['NodeJS', 'Python', 'SQL']",34.3,4.4,84
F0401,"['React', 'SQL']",89.03,3.1,10
F0402,"['Python', 'Docker']",27.2,4.0,46
F0403,"['NodeJS', 'AWS', 'React', 'Django']",84.94,4.9,76
F0404,"['NodeJS', 'Python', 'JavaScript', 'AWS']",40.39,3.2,65
F0405,"['AWS', 'Python', 'Docker']",42.23,4.5,48
F0406,"['AWS', 'Docker', 'NodeJS', 'JavaScript']",57.8,3.2,64
F0407,"['Docker', 'React', 'SQL', 'AWS']",61.0,3.3,31
F0408,"['React', 'SQL']",91.35,3.6,71
F0409,"['Python', 'React', 'Django']",75.06,3.7,81
F0410,"['Docker', 'JavaScript', 'Django']",93.15,3.8,86
F0411,"['SQL', 'React', 'NodeJS', 'Docker', 'AWS']",98.31,3.5,94
F0412,"['AWS', 'React', 'NodeJS', 'Python', 'Django']",85.89,4.4,82
F0413,"['Django', 'AWS', 'SQL']",40.05,3.4,78
F0414,"['NodeJS', 'Python', 'Docker']",95.89,3.5,6
F0415,"['Python', 'JavaScript', 'Django', 'Docker', 'NodeJS']",88.43,3.8,75
F0416,"['NodeJS', 'JavaScript']",97.92,3.7,96
F0417,"['Django', 'Docker', 'React']",26.99,3.2,11
F0418,"['SQL', 'JavaScript', 'Python', 'Django']",42.76,3.4,20
F0419,"['AWS', 'JavaScript', 'Python']",56.08,3.4,9
F0420,"['AWS', 'Python']",36.41,4.6,8
F0421,"['NodeJS', 'Python', 'Docker', 'Django', 'JavaScript']",64.43,4.1,86
F0422,"['Docker', 'SQL', 'JavaScript']",63.34,4.0,9
F0423,"['JavaScript', 'React', 'AWS', 'Django', 'Python']",94.39,3.6,12
F0424,"['SQL', 'AWS', 'Django', 'NodeJS']",75.75,3.4,12
F0425,"['SQL', 'Docker', 'Django', 'JavaScript']",31.83,3.7,96
F0426,"['AWS', 'NodeJS', 'Docker', 'JavaScript']",69.54,3.3,18
F0427,"['Django', 'Docker', 'AWS', 'NodeJS']",51.46,4.0,59
F0428,"['NodeJS', 'JavaScript', 'React', 'SQL']",77.72,4.1,60
F0429,"['Python', 'SQL']",22.74,4.5,41
F0430,"['Django', 'SQL', 'JavaScript']",43.64,3.9,25
F0431,"['JavaScript', 'AWS']",69.63,4.8,39
F0432,"['JavaScript', 'Python', 'Docker', 'NodeJS']",43.85,3.2,66
F0433,"['JavaScript', 'AWS', 'Django']",50.59,3.2,35
F0434,"['JavaScript', 'Django', 'SQL', 'React', 'AWS']",15.54,4.1,18
F0435,"['JavaScript', 'React', 'Django', 'Python']",25.07,3.8,31
F0436,"['React', 'Django', 'SQL', 'Python', 'Docker']",82.94,3.4,38
F0437,"['React', 'Python', 'JavaScript', 'Django']",64.41,4.6,36
F0438,"['AWS', 'Django']",50.69,3.3,12
F0439,"['React', 'Python']",68.2,3.1,25
F0440,"['SQL', 'Docker', 'JavaScript', 'AWS', 'Django']",84.57,4.6,46
F0441,"['Django', 'Python']",99.01,3.1,93
F0442,"['React', 'Python', 'JavaScript', 'Django']",58.33,4.7,80
F0443,"['SQL', 'NodeJS', 'JavaScript']",91.42,3.2,80
F0444,"['Django', 'AWS', 'SQL', 'Docker', 'NodeJS']",41.62,4.7,18
F0445,"['JavaScript', 'Python']",24.0,3.0,46
F0446,"['SQL', 'Docker', 'JavaScript', 'Django']",92.1,4.3,100
F0447,"['JavaScript', 'SQL', 'React']",39.07,3.1,23
F0448,"['SQL', 'React', 'Django', 'Docker', 'NodeJS']",83.75,3.9,10
F0449,"['React', 'JavaScript', 'SQL', 'Docker', 'AWS']",66.19,3.5,80
F0450,"['JavaScript', 'SQL']",33.74,4.4,59
F0451,"['Django', 'React', 'JavaScript', 'AWS']",59.79,4.0,90
F0452,"['NodeJS', 'SQL', 'Docker', 'JavaScript', 'Django']",64.8,3.5,59
F0453,"['React', 'JavaScript', 'AWS', 'Docker']",61.41,3.1,95
F0454,"['NodeJS', 'AWS']",67.75,4.9,71
F0455,"['Django', 'SQL', 'JavaScript', 'AWS', 'React']",67.6,4.0,53
F0456,"['Django', 'JavaScript', 'NodeJS', 'React']",69.48,3.9,49
F0457,"['Python', 'JavaScript']",98.35,4.2,32
F0458,"['JavaScript', 'Python']",33.83,4.0,93
F0459,"['SQL', 'Docker']",74.74,4.5,36
F0460,"['NodeJS', 'Django', 'JavaScript', 'Python', 'AWS']",58.49,5.0,43
F0461,"['Docker', 'AWS']",79.26,4.0,56
F0462,"['NodeJS', 'JavaScript', 'Docker']",72.76,4.9,43
F0463,"['Docker', 'SQL']",77.24,4.7,22
F0464,"['Docker', 'NodeJS', 'Python', 'Django', 'JavaScript']",62.93,3.0,62
F0465,"['AWS', 'Django', 'SQL']",55.88,3.8,45
F0466,"['JavaScript', 'Django']",69.91,3.0,65
F0467,"['SQL', 'Django', 'NodeJS']",89.26,3.8,68
F0468,"['React', 'Django', 'Docker', 'NodeJS', 'SQL']",52.18,3.9,89
F0469,"['Python', 'NodeJS', 'Django', 'Docker', 'SQL']",67.13,3.9,5
F0470,"['Docker', 'NodeJS', 'SQL']",34.81,3.9,7
F0471,"['JavaScript', 'Django', 'SQL', 'React', 'Python']",38.77,4.6,31
F0472,"['SQL', 'Docker', 'Python', 'NodeJS', 'Django']",17.17,3.5,42
F0473,"['SQL', 'Python', 'Django', 'JavaScript']",27.49,3.4,38
F0474,"['Python', 'AWS', 'NodeJS', 'JavaScript']",17.96,3.1,19
F0475,"['React', 'AWS', 'Python', 'Docker']",31.66,3.5,95
F0476,"['SQL', 'Django', 'Python', 'Docker']",58.76,4.8,68
F0477,"['Python', 'NodeJS', 'AWS', 'Docker', 'Django']",18.94,4.0,34
F0478,"['Django', 'AWS', 'Python', 'React', 'NodeJS']",40.0,4.4,43
F0479,"['React', 'Python']",43.09,3.6,11
F0480,"['SQL', 'AWS', 'React']",46.51,4.4,82
F0481,"['NodeJS', 'Docker']",84.47,4.6,65
F0482,"['NodeJS', 'Docker', 'JavaScript', 'AWS']",25.84,5.0,80
F0483,"['Docker', 'JavaScript', 'AWS', 'NodeJS']",88.62,4.0,95
F0484,"['Docker', 'Django', 'JavaScript', 'AWS']",97.58,4.1,61
F0485,"['AWS', 'Python', 'SQL']",38.06,3.9,23
F0486,"['Docker', 'AWS', 'JavaScript', 'Django']",73.79,4.1,7
F0487,"['NodeJS', 'Python', 'SQL', 'JavaScript', 'AWS']",78.19,3.6,53
F0488,"['NodeJS', 'JavaScript', 'Django']",27.79,5.0,13
F0489,"['AWS', 'SQL', 'Python']",31.29,4.0,7
F0490,"['Django', 'React']",44.18,3.5,34
F0491,"['AWS', 'JavaScript', 'React']",33.89,4.0,35
F0492,"['AWS', 'SQL', 'Django']",49.07,4.7,47
F0493,"['NodeJS', 'Python']",49.61,4.4,20
F0494,"['AWS', 'NodeJS', 'Python']",27.12,3.9,80
F0495,"['SQL', 'Docker']",58.16,3.5,54
F0496,"['React', 'SQL', 'Python', 'AWS', 'Django']",53.01,4.5,88
F0497,"['NodeJS', 'React']",85.13,4.5,88
F0498,"['React', 'SQL', 'Python']",92.18,3.3,93
F0499,"['Python', 'SQL', 'React', 'NodeJS']",80.99,4.7,96
F0500,"['Docker', 'AWS', 'NodeJS', 'Django']",28.59,4.3,9
F0501,"['NodeJS', 'React', 'SQL', 'Python']",79.08,4.5,58
F0502,"['Python', 'Docker', 'JavaScript']",19.33,3.4,83
F0503,"['JavaScript', 'SQL', 'Django', 'AWS', 'React']",24.88,4.1,57
F0504,"['NodeJS', 'AWS']",77.17,3.7,88
F0505,"['Django', 'SQL', 'Docker', 'AWS']",56.78,4.3,45
F0506,"['SQL', 'JavaScript', 'Django', 'AWS']",48.22,4.3,36
F0507,"['JavaScript', 'SQL', 'React', 'AWS', 'Django']",84.83,3.1,66
F0508,"['JavaScript', 'NodeJS']",47.97,3.4,44
F0509,"['Django', 'Docker']",40.06,4.8,10
F0510,"['Django', 'Docker', 'JavaScript', 'AWS']",51.29,3.0,62
F0511,"['Python', 'JavaScript', 'Docker']",42.19,4.6,24
F0512,"['JavaScript', 'React', 'Django', 'Python']",97.05,3.6,43
F0513,"['Django', 'Docker', 'JavaScript']",68.75,3.4,73
F0514,"['React', 'Docker', 'NodeJS', 'SQL', 'Django']",39.45,4.5,78
F0515,"['SQL', 'Django']",47.47,4.8,68
F0516,"['Python', 'JavaScript', 'React', 'AWS', 'NodeJS']",34.61,4.1,64
F0517,"['SQL', 'AWS', 'Docker', 'React']",99.36,3.4,63
F0518,"['JavaScript', 'SQL', 'NodeJS', 'Docker']",70.32,4.5,70
F0519,"['NodeJS', 'React', 'Django', 'AWS']",16.58,3.3,19
F0520,"['Django', 'NodeJS']",30.2,3.2,38
F0521,"['SQL', 'NodeJS', 'Python', 'AWS', 'Django']",68.67,5.0,90
F0522,"['AWS', 'Python', 'Docker', 'React', 'SQL']",15.09,3.4,8
F0523,"['AWS', 'NodeJS', 'Python', 'Docker', 'Django']",97.02,3.4,29
F0524,"['NodeJS', 'Docker', 'Django']",19.58,4.9,30
F0525,"['React', 'SQL']",38.67,3.5,53
F0526,"['Docker', 'Python', 'SQL', 'AWS', 'React']",31.18,3.4,88
F0527,"['React', 'SQL', 'Django', 'NodeJS', 'Python']",15.06,4.5,63
F0528,"['React', 'Python', 'Django']",98.93,3.4,13
F0529,"['SQL', 'NodeJS', 'React', 'AWS']",18.98,3.5,36
F0530,"['Python', 'Docker', 'SQL', 'AWS']",47.87,4.1,28
F0531,"['Docker', 'SQL']",59.88,4.1,34
F0532,"['React', 'JavaScript']",63.75,4.3,85
F0533,"['Python', 'React']",63.83,5.0,71
F0534,"['React', 'SQL', 'Django', 'Docker', 'JavaScript']",19.47,4.3,9
F0535,"['React', 'Docker', 'AWS', 'JavaScript']",97.38,4.2,70
F0536,"['Python', 'Docker']",59.26,3.6,42
F0537,"['JavaScript', 'NodeJS', 'Python', 'SQL']",75.12,4.4,38
F0538,"['Docker', 'Django', 'NodeJS']",27.15,3.4,23
F0539,"['NodeJS', 'React', 'Python', 'SQL']",97.51,3.6,91
F0540,"['Django', 'JavaScript']",77.17,4.0,34
F0541,"['Python', 'Docker', 'AWS', 'SQL']",82.25,3.2,22
F0542,"['JavaScript', 'Docker']",17.98,3.7,79
F0543,"['NodeJS', 'React']",25.78,4.3,100
F0544,"['AWS', 'Python', 'NodeJS', 'JavaScript', 'Docker']",75.53,3.2,55
F0545,"['SQL', 'React', 'JavaScript', 'NodeJS']",58.02,4.1,19
F0546,"['Python', 'JavaScript', 'NodeJS', 'React']",61.27,3.7,51
F0547,"['Python', 'AWS', 'Django']",33.58,3.6,27
F0548,"['Python', 'Django', 'AWS', 'Docker', 'JavaScript']",67.77,3.7,53
F0549,"['AWS', 'Django', 'SQL', 'NodeJS', 'JavaScript']",49.41,4.8,53
F0550,"['SQL', 'Docker', 'JavaScript', 'AWS']",29.76,5.0,100
F0551,"['JavaScript', 'Django', 'Python', 'AWS']",45.48,4.9,8
F0552,"['AWS', 'Docker', 'React']",68.47,3.3,10
F0553,"['Django', 'AWS', 'SQL', 'Python']",87.31,4.2,96
F0554,"['Docker', 'AWS', 'Django', 'React']",33.7,4.1,18
F0555,"['JavaScript', 'Docker', 'Python']",95.89,4.8,62
F0556,"['Docker', 'React', 'SQL', 'JavaScript', 'Django']",48.28,4.8,78
F0557,"['AWS', 'Django', 'SQL', 'JavaScript']",71.93,3.3,58
F0558,"['Python', 'Docker', 'NodeJS', 'React']",66.33,3.1,59
F0559,"['SQL', 'JavaScript']",88.2,4.7,46
F0560,"['Python', 'React', 'JavaScript', 'AWS', 'Django']",93.84,4.3,97
F0561,"['AWS', 'Python', 'Docker']",75.51,3.2,73
F0562,"['NodeJS', 'AWS']",40.16,4.1,53
F0563,"['React', 'NodeJS', 'Django']",51.23,4.9,7
F0564,"['React', 'Django', 'Docker']",55.51,4.8,93
F0565,"['Django', 'NodeJS', 'JavaScript', 'Docker', 'SQL']",98.66,3.4,72
F0566,"['NodeJS', 'SQL', 'React', 'JavaScript', 'AWS']",88.83,4.7,68
F0567,"['NodeJS', 'Django', 'SQL']",44.37,3.7,92
F0568,"['Python', 'Django', 'SQL', 'React', 'NodeJS']",57.0,3.9,31
F0569,"['NodeJS', 'JavaScript', 'AWS', 'Docker']",81.97,4.5,74
F0570,"['SQL', 'React']",94.14,3.7,76
F0571,"['AWS', 'Docker', 'SQL', 'React', 'JavaScript']",67.59,3.1,11
F0572,"['Django', 'AWS', 'SQL', 'Docker', 'NodeJS']",81.71,4.6,5
F0573,"['Django', 'Docker', 'AWS', 'SQL', 'NodeJS']",57.0,4.8,64
F0574,"['Docker', 'JavaScript', 'Django', 'Python', 'React']",98.52,4.1,44
F0575,"['NodeJS', 'AWS', 'Python', 'SQL', 'React']",62.82,4.4,42
F0576,"['Docker', 'AWS', 'JavaScript']",39.51,4.2,73
F0577,"['SQL', 'Python', 'AWS']",83.21,3.1,31
F0578,"['React', 'SQL', 'Docker']",72.58,3.0,61
F0579,"['Django', 'NodeJS']",48.68,4.8,54
F0580,"['AWS', 'SQL', 'NodeJS']",47.87,3.3,8
F0581,"['SQL', 'JavaScript', 'Python', 'Docker']",36.63,3.5,78
F0582,"['Docker', 'SQL', 'AWS']",65.78,4.0,85
F0583,"['SQL', 'Python']",69.19,3.8,53
F0584,"['React', 'JavaScript', 'AWS']",96.5,4.1,78
F0585,"['JavaScript', 'Django', 'Python']",37.93,4.2,91
F0586,"['AWS', 'SQL']",58.34,3.4,24
F0587,"['AWS', 'JavaScript', 'React', 'Python', 'SQL']",30.6,3.2,22
F0588,"['Docker', 'AWS', 'Django', 'JavaScript', 'Python']",62.22,3.6,39
F0589,"['SQL', 'Docker', 'JavaScript']",23.58,3.7,50
F0590,"['SQL', 'React', 'AWS', 'Python', 'NodeJS']",68.83,3.4,26
F0591,"['AWS', 'JavaScript', 'Django']",74.38,3.9,51
F0592,"['Django', 'JavaScript', 'Python', 'NodeJS']",46.61,4.6,48
F0593,"['AWS', 'React', 'Django', 'NodeJS', 'JavaScript']",76.91,3.1,68
F0594,"['SQL', 'JavaScript']",55.55,3.4,69
F0595,"['AWS', 'React']",49.46,5.0,76
F0596,"['Python', 'NodeJS', 'JavaScript', 'SQL']",45.79,4.4,28
F0597,"['AWS', 'SQL', 'NodeJS', 'Docker', 'Python']",54.77,3.5,13
F0598,"['React', 'AWS', 'Docker']",91.69,4.3,65
F0599,"['SQL', 'NodeJS', 'Docker', 'JavaScript', 'React']",83.99,4.6,75
F0600,"['JavaScript', 'Django']",86.43,4.7,25
F0601,"['JavaScript', 'NodeJS', 'Docker', 'SQL', 'Python']",84.65,3.0,84
F0602,"['React', 'AWS']",89.66,3.4,15
F0603,"['React', 'Docker']",90.88,3.5,11
F0604,"['AWS', 'React']",55.74,4.2,97
F0605,"['JavaScript', 'SQL', 'Django', 'AWS']",58.18,3.4,27
F0606,"['NodeJS', 'SQL', 'JavaScript']",58.73,3.9,36
F0607,"['JavaScript', 'Docker', 'NodeJS']",69.33,4.8,5
F0608,"['React', 'NodeJS', 'Docker', 'Django']",39.6,4.6,86
F0609,"['JavaScript', 'React', 'AWS', 'SQL', 'Python']",52.46,4.1,96
F0610,"['AWS', 'JavaScript', 'Python', 'React', 'Django']",80.34,3.3,88
F0611,"['Python', 'Django', 'NodeJS']",95.28,4.2,74
F0612,"['JavaScript', 'React', 'SQL']",73.69,3.2,99
F0613,"['React', 'NodeJS', 'AWS', 'Docker']",27.24,4.0,72
F0614,"['JavaScript', 'Django']",45.16,4.4,89
F0615,"['NodeJS', 'Python', 'Docker', 'SQL']",29.74,3.1,37
F0616,"['JavaScript', 'SQL', 'AWS', 'Django']",16.9,3.8,43
F0617,"['NodeJS', 'AWS', 'Django', 'JavaScript']",74.74,5.0,75
F0618,"['Python', 'JavaScript', 'SQL', 'Docker']",16.61,4.0,84
F0619,"['AWS', 'Django']",20.95,3.4,87
F0620,"['Django', 'Python', 'Docker', 'NodeJS', 'React']",17.72,3.9,12
F0621,"['JavaScript', 'Docker']",84.46,4.0,6
F0622,"['Django', 'Docker', 'JavaScript']",63.83,4.0,10
F0623,"['NodeJS', 'JavaScript', 'Docker']",73.5,3.2,44
F0624,"['React', 'JavaScript']",43.59,3.7,53
F0625,"['Python', 'React', 'NodeJS', 'JavaScript', 'SQL']",35.38,3.3,70
F0626,"['Python', 'Docker', 'JavaScript', 'React']",79.69,3.4,88
F0627,"['SQL', 'Docker', 'NodeJS', 'Django']",66.29,3.6,53
F0628,"['Docker', 'Python', 'React', 'JavaScript', 'AWS']",23.53,4.3,12
F0629,"['SQL', 'NodeJS']",45.18,4.5,72
F0630,"['NodeJS', 'AWS', 'React']",21.89,3.2,34
F0631,"['SQL', 'React']",92.6,4.6,94
F0632,"['JavaScript', 'Docker']",38.45,3.2,71
F0633,"['Django', 'Python', 'NodeJS']",31.24,3.3,5
F0634,"['NodeJS', 'AWS']",23.38,4.0,77
F0635,"['NodeJS', 'SQL']",31.8,4.9,90
F0636,"['JavaScript', 'SQL', 'Django', 'NodeJS']",48.8,3.1,17
F0637,"['SQL', 'Python', 'Django']",26.83,3.7,90
F0638,"['NodeJS', 'AWS', 'React', 'Django']",21.26,4.3,11
F0639,"['SQL', 'Docker', 'JavaScript', 'AWS']",89.28,4.5,73
F0640,"['SQL', 'Docker']",81.89,4.5,56
F0641,"['SQL', 'NodeJS', 'JavaScript']",93.5,3.7,83
F0642,"['AWS', 'Django']",72.68,3.3,90
F0643,"['NodeJS', 'React']",84.41,3.6,90
F0644,"['SQL', 'JavaScript', 'NodeJS', 'Django', 'Docker']",18.19,3.2,94
F0645,"['AWS', 'Django', 'JavaScript']",69.51,4.5,57
F0646,"['Django', 'JavaScript', 'Docker', 'SQL', 'NodeJS']",63.94,3.5,38
F0647,"['NodeJS', 'Python', 'Django', 'React']",17.54,4.1,54
F0648,"['NodeJS', 'Python', 'AWS', 'Docker', 'Django']",64.32,4.1,46
F0649,"['Python', 'JavaScript', 'Docker']",19.99,3.6,48
F0650,"['Docker', 'React']",88.09,3.7,57
F0651,"['AWS', 'React', 'Python', 'Django', 'JavaScript']",72.19,3.3,55
F0652,"['React', 'JavaScript', 'NodeJS', 'AWS']",22.93,4.9,19
F0653,"['SQL', 'Docker', 'Django']",78.19,3.4,96
F0654,"['NodeJS', 'JavaScript']",57.34,4.2,77
F0655,"['SQL', 'JavaScript', 'NodeJS', 'AWS', 'Python']",65.48,3.8,79
F0656,"['JavaScript', 'React', 'Docker']",26.71,3.7,12
F0657,"['Python', 'JavaScript', 'NodeJS', 'SQL']",67.46,4.5,20
F0658,"['AWS', 'Docker']",60.08,3.5,85
F0659,"['NodeJS', 'Django', 'JavaScript', 'AWS', 'React']",65.51,3.6,84
F0660,"['React', 'SQL', 'AWS', 'Django']",42.27,4.6,40
F0661,"['Django', 'AWS', 'JavaScript', 'Python', 'React']",72.05,3.7,24
F0662,"['Docker', 'NodeJS', 'Django', 'React', 'JavaScript']",28.53,4.0,43
F0663,"['AWS', 'Docker', 'NodeJS', 'Django']",90.91,4.9,56
F0664,"['JavaScript', 'Docker', 'React', 'NodeJS', 'AWS']",81.04,4.2,80
F0665,"['React', 'Docker']",21.8,4.0,24
F0666,"['Docker', 'AWS']",63.66,4.8,56
F0667,"['SQL', 'Django', 'Python']",26.83,4.6,45
F0668,"['React', 'AWS']",52.13,4.4,40
F0669,"['Docker', 'React', 'AWS', 'JavaScript']",49.78,3.8,62
F0670,"['SQL', 'AWS', 'React']",58.45,5.0,43
F0671,"['Docker', 'NodeJS', 'JavaScript']",32.5,4.8,29
F0672,"['NodeJS', 'Python', 'AWS', 'Docker', 'SQL']",45.79,3.6,21
F0673,"['Django', 'Docker']",97.11,3.1,69
F0674,"['SQL', 'Docker']",78.04,4.1,13
F0675,"['React', 'Docker', 'Django']",24.99,4.3,40
F0676,"['React', 'Docker']",32.95,4.7,57
F0677,"['Docker', 'NodeJS', 'JavaScript']",32.47,3.7,21
F0678,"['AWS', 'Python', 'JavaScript']",37.53,4.5,34
F0679,"['AWS', 'NodeJS', 'Django', 'React']",45.46,4.9,97
F0680,"['Django', 'Python', 'JavaScript', 'Docker']",73.52,3.1,79
F0681,"['NodeJS', 'Django', 'AWS', 'JavaScript']",26.23,4.8,52
F0682,"['SQL', 'React', 'Docker', 'Django']",38.41,4.9,30
F0683,"['React', 'SQL', 'Python', 'Django', 'NodeJS']",19.73,3.0,82
F0684,"['Django', 'Docker', 'SQL', 'NodeJS', 'Python']",83.07,4.6,20
F0685,"['NodeJS', 'Python', 'AWS', 'JavaScript', 'React']",26.97,4.5,75
F0686,"['Django', 'AWS', 'Python']",20.53,4.5,39
F0687,"['AWS', 'Docker', 'JavaScript', 'Python', 'NodeJS']",40.8,3.5,99
F0688,"['Docker', 'NodeJS', 'React']",32.3,3.5,98
F0689,"['NodeJS', 'SQL', 'AWS']",39.2,4.2,87
F0690,"['React', 'SQL', 'Django', 'JavaScript', 'Python']",43.74,4.6,42
F0691,"['Django', 'Python', 'Docker']",53.74,4.3,8
F0692,"['AWS', 'JavaScript', 'React', 'Python']",63.86,3.3,7
F0693,"['Docker', 'AWS', 'SQL']",33.86,3.5,68
F0694,"['React', 'SQL']",37.92,4.8,22
F0695,"['React', 'AWS']",41.7,3.1,100
F0696,"['Docker', 'React', 'Python', 'Django', 'SQL']",37.07,5.0,27
F0697,"['React', 'JavaScript']",18.69,4.9,94
F0698,"['NodeJS', 'Python']",77.41,3.2,100
F0699,"['SQL', 'React', 'AWS']",68.22,4.7,58
F0700,"['Python', 'Docker']",64.02,4.3,37
F0701,"['Docker', 'AWS', 'Python', 'JavaScript', 'NodeJS']",66.26,3.8,45
F0702,"['Docker', 'NodeJS']",98.89,3.8,77
F0703,"['SQL', 'React']",48.22,4.9,5
F0704,"['Django', 'React', 'Python', 'AWS', 'Docker']",60.07,4.9,39
F0705,"['JavaScript', 'React', 'Django', 'Python', 'NodeJS']",49.73,4.4,60
F0706,"['SQL', 'Python', 'NodeJS']",29.76,3.1,28
F0707,"['Docker', 'JavaScript', 'React', 'SQL', 'NodeJS']",99.21,3.0,69
F0708,"['Python', 'Django', 'NodeJS']",65.08,3.2,9
F0709,"['AWS', 'NodeJS', 'React', 'JavaScript']",52.92,4.7,91
F0710,"['React', 'SQL']",71.11,4.3,93
F0711,"['AWS', 'Django', 'Python', 'Docker', 'SQL']",30.61,4.4,69
F0712,"['SQL', 'JavaScript', 'NodeJS', 'AWS']",81.13,4.2,20
F0713,"['Django', 'Docker', 'NodeJS']",34.71,3.9,65
F0714,"['React', 'NodeJS', 'JavaScript', 'Docker']",56.16,4.0,92
F0715,"['NodeJS', 'JavaScript', 'Django', 'Python', 'Docker']",58.44,3.8,25
F0716,"['Django', 'SQL', 'Docker', 'Python', 'React']",95.9,3.7,67
F0717,"['React', 'SQL', 'Python', 'AWS', 'Docker']",48.43,5.0,59
F0718,"['NodeJS', 'Python']",49.51,4.0,91
F0719,"['NodeJS', 'AWS', 'Python', 'SQL']",72.64,4.1,67
F0720,"['Django', 'SQL', 'AWS', 'JavaScript']",56.61,3.4,81
F0721,"['SQL', 'React', 'NodeJS']",99.18,3.2,62
F0722,"['Docker', 'NodeJS', 'Python', 'React', 'JavaScript']",63.69,4.8,96
F0723,"['Docker', 'JavaScript', 'NodeJS', 'Python', 'React']",48.1,3.9,46
F0724,"['AWS', 'SQL', 'Docker', 'Django']",91.55,4.0,39
F0725,"['Django', 'React', 'Docker', 'JavaScript', 'NodeJS']",71.82,4.1,70
F0726,"['JavaScript', 'NodeJS', 'SQL']",52.27,3.7,14
F0727,"['Python', 'NodeJS', 'React']",80.69,4.8,89
F0728,"['JavaScript', 'SQL']",65.34,4.3,76
F0729,"['Docker', 'Django', 'SQL', 'JavaScript', 'React']",46.36,3.7,21
F0730,"['SQL', 'JavaScript']",75.2,3.9,73
F0731,"['SQL', 'Django', 'JavaScript', 'React', 'Python']",30.09,3.9,73
F0732,"['React', 'JavaScript']",81.82,5.0,99
F0733,"['SQL', 'AWS', 'Python']",28.24,4.8,43
F0734,"['Django', 'SQL', 'React', 'Python']",87.5,4.9,17
F0735,"['SQL', 'AWS', 'Docker', 'Django']",68.69,4.6,86
F0736,"['Docker', 'SQL', 'JavaScript']",94.81,3.1,27
F0737,"['React', 'Docker', 'AWS']",95.8,4.6,10
F0738,"['Django', 'JavaScript', 'SQL', 'React']",87.57,3.2,85
F0739,"['AWS', 'Django']",22.73,4.3,82
F0740,"['React', 'Docker', 'AWS']",72.87,4.8,13
F0741,"['JavaScript', 'SQL', 'Docker']",18.21,4.7,88
F0742,"['Docker', 'Django', 'React', 'AWS']",66.57,3.1,82
F0743,"['SQL', 'JavaScript']",34.5,3.3,91
F0744,"['AWS', 'Python', 'SQL', 'JavaScript']",50.54,4.3,56
F0745,"['JavaScript', 'AWS', 'SQL']",23.66,3.3,93
F0746,"['JavaScript', 'React', 'SQL', 'Django', 'AWS']",77.4,3.7,55
F0747,"['React', 'NodeJS', 'JavaScript']",67.63,3.2,14
F0748,"['NodeJS', 'JavaScript', 'React', 'SQL', 'Python']",88.09,4.2,78
F0749,"['NodeJS', 'Django', 'AWS', 'Docker']",29.42,3.7,84
F0750,"['React', 'AWS']",61.76,3.8,43
F0751,"['Python', 'Django', 'SQL', 'Docker', 'JavaScript']",17.92,4.8,41
F0752,"['JavaScript', 'Python', 'AWS', 'React', 'Docker']",63.84,4.5,51
F0753,"['Django', 'AWS', 'JavaScript', 'Python']",46.44,4.3,83
F0754,"['Python', 'Docker', 'NodeJS', 'JavaScript']",67.14,4.7,86
F0755,"['NodeJS', 'Docker']",58.55,4.5,97
F0756,"['Docker', 'NodeJS', 'AWS', 'Django', 'React']",59.16,3.8,46
F0757,"['JavaScript', 'Django', 'Docker', 'SQL']",64.69,3.9,19
F0758,"['AWS', 'React', 'JavaScript']",88.6,3.8,44
F0759,"['JavaScript', 'Django', 'React', 'Python', 'NodeJS']",25.12,3.2,12
F0760,"['Django', 'JavaScript', 'SQL', 'Docker', 'AWS']",71.82,3.0,29
F0761,"['Django', 'NodeJS', 'Docker', 'JavaScript']",29.1,3.6,85
F0762,"['SQL', 'Django', 'React', 'Docker', 'NodeJS']",79.43,3.5,81
F0763,"['React', 'Python']",87.3,4.5,57
F0764,"['Python', 'Docker', 'AWS', 'SQL', 'JavaScript']",88.48,4.2,17
F0765,"['AWS', 'React', 'Python', 'JavaScript']",28.19,4.9,64
